,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,cycle_duration,quarter_close,account_sector,account_revenue,account_employees,office_location,size_category,manager,regional_office,series,sales_price
1158,0LMA8GMJ,Rosie Papadopoulos,GTX Plus Pro,Bubba Gump,Won,2017-03-15,2017-05-10,4983.0,56.0,Q2 2017,Software,987.39,2253,United States,Enterprise,Cara Losch,East,GTX,5482
1159,E40RN3MN,Versie Hillebrand,MG Special,Isdom,Won,2017-03-15,2017-03-25,47.0,10.0,Q1 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,55
1160,093R7PK9,Vicki Laflamme,MG Special,Zoomit,Won,2017-03-15,2017-06-11,52.0,88.0,Q2 2017,Entertainment,324.19,978,United States,Mid-Market,Celia Rouche,West,MG,55
1161,7IFEKEMG,Violet Mclelland,MG Special,Bioplex,Won,2017-03-15,2017-06-06,53.0,83.0,Q2 2017,Medical,326.82,1016,United States,Mid-Market,Cara Losch,East,MG,55
1162,K2KK9SW2,Anna Snelling,GTX Basic,Inity,Won,2017-03-16,2017-05-02,550.0,47.0,Q2 2017,Marketing,2403.58,8801,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
1163,K4ETVW4H,Boris Faz,MG Special,Betasoloin,Won,2017-03-16,2017-05-12,53.0,57.0,Q2 2017,Medical,251.41,495,United States,SMB,Rocco Neubert,East,MG,55
1164,RZZ9K7UN,Daniell Hammack,GTX Plus Pro,Zencorporation,Won,2017-03-16,2017-06-29,5407.0,105.0,Q2 2017,Technolgy,40.79,142,China,SMB,Rocco Neubert,East,GTX,5482
1166,YZ9ZKK3P,Hayden Neloms,MG Special,Finjob,Won,2017-03-16,2017-05-08,56.0,53.0,Q2 2017,Employment,2059.9,3644,United States,Enterprise,Celia Rouche,West,MG,55
1169,E1921PBZ,Kary Hendrixson,GTX Basic,Finjob,Won,2017-03-16,2017-05-23,468.0,68.0,Q2 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,GTX,550
1170,0E761F02,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-03-16,2017-05-02,579.0,47.0,Q2 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,GTX,550
1171,HDBNC8W1,Lajuana Vencill,MG Advanced,Treequote,Won,2017-03-16,2017-06-11,3185.0,87.0,Q2 2017,Telecommunications,5266.09,8595,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
1172,KP6NOWM7,Markita Hansen,MG Special,Cheers,Won,2017-03-16,2017-06-03,54.0,79.0,Q2 2017,Entertainment,4269.9,6472,United States,Enterprise,Celia Rouche,West,MG,55
1173,HPYLUU5P,Maureen Marcano,MG Special,Newex,Won,2017-03-16,2017-06-26,62.0,102.0,Q2 2017,Services,1012.72,3492,Germany,Enterprise,Summer Sewald,West,MG,55
1175,RSFYKC1F,Moses Frase,GTX Basic,Betatech,Won,2017-03-16,2017-06-25,619.0,101.0,Q2 2017,Medical,647.18,1185,Kenya,Mid-Market,Dustin Brinkmann,Central,GTX,550
1179,9XV6GX8D,Zane Levy,GTX Basic,Cheers,Won,2017-03-16,2017-06-07,605.0,83.0,Q2 2017,Entertainment,4269.9,6472,United States,Enterprise,Summer Sewald,West,GTX,550
1180,IDIMBX0N,Anna Snelling,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-17,2017-03-26,6064.0,9.0,Q1 2017,Retail,894.33,1635,Italy,Enterprise,Dustin Brinkmann,Central,GTX,5482
1181,W75XU368,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-17,2017-06-17,641.0,92.0,Q2 2017,Retail,1419.98,4018,United States,Enterprise,Rocco Neubert,East,GTX,550
1182,WIY2Q0Q5,Cassey Cress,GTX Basic,Vehement Capital Partners,Won,2017-03-17,2017-05-17,491.0,61.0,Q2 2017,Finance,646.1,883,United States,Mid-Market,Rocco Neubert,East,GTX,550
1184,4PXSBQU8,Darcel Schlecht,MG Special,Codehow,Won,2017-03-17,2017-05-27,47.0,71.0,Q2 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,MG,55
1185,QRKHWNRB,Elease Gluck,MG Special,Faxquote,Won,2017-03-17,2017-06-25,63.0,100.0,Q2 2017,Telecommunications,1825.82,5595,United States,Enterprise,Celia Rouche,West,MG,55
1186,1YGNHE69,Garret Kinder,MG Advanced,Sumace,Won,2017-03-17,2017-05-18,3291.0,62.0,Q2 2017,Retail,167.89,493,Romania,SMB,Cara Losch,East,MG,3393
1187,TAEUD0HP,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-03-17,2017-06-10,1188.0,85.0,Q2 2017,Retail,2214.94,5374,United States,Enterprise,Celia Rouche,West,GTX,1096
1189,FCW4SAAP,Kary Hendrixson,GTX Basic,Scotfind,Won,2017-03-17,2017-06-11,478.0,86.0,Q2 2017,Software,6354.87,16780,United States,Enterprise,Summer Sewald,West,GTX,550
1190,DEH0MYSO,Kary Hendrixson,MG Special,Green-Plus,Won,2017-03-17,2017-05-24,60.0,68.0,Q2 2017,Services,692.19,1922,United States,Enterprise,Summer Sewald,West,MG,55
1191,T02CX0BY,Reed Clapper,MG Advanced,Ontomedia,Won,2017-03-17,2017-03-31,2550.0,14.0,Q1 2017,Employment,882.12,2769,United States,Enterprise,Rocco Neubert,East,MG,3393
1196,FHLNW3WH,Versie Hillebrand,MG Advanced,Statholdings,Won,2017-03-17,2017-06-21,3378.0,96.0,Q2 2017,Employment,291.27,586,United States,SMB,Dustin Brinkmann,Central,MG,3393
1197,PRMMZX9O,Zane Levy,GTX Plus Basic,Newex,Won,2017-03-17,2017-06-02,999.0,77.0,Q2 2017,Services,1012.72,3492,Germany,Enterprise,Summer Sewald,West,GTX,1096
1198,ZZFES7ID,Zane Levy,MG Special,Singletechno,Won,2017-03-17,2017-06-05,52.0,80.0,Q2 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,MG,55
1201,VS0TWECS,Cassey Cress,GTX Basic,Plussunin,Won,2017-03-18,2017-06-18,530.0,92.0,Q2 2017,Retail,1419.98,4018,United States,Enterprise,Rocco Neubert,East,GTX,550
1202,XN7EV14M,Cecily Lampkin,GTX Basic,Konmatfix,Won,2017-03-18,2017-05-09,538.0,52.0,Q2 2017,Marketing,375.43,1190,United States,Mid-Market,Dustin Brinkmann,Central,GTX,550
1203,P5BRH80Z,Cecily Lampkin,MG Special,Rundofase,Won,2017-03-18,2017-03-27,53.0,9.0,Q1 2017,Technolgy,1008.06,1238,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
1205,RW13VT8T,Garret Kinder,GTX Plus Pro,Mathtouch,Won,2017-03-18,2017-05-11,4995.0,54.0,Q2 2017,Marketing,3027.46,9516,Jordan,Enterprise,Cara Losch,East,GTX,5482
1207,87XTACKH,Jonathan Berthelot,GTX Plus Basic,Bioholding,Won,2017-03-18,2017-05-26,1137.0,69.0,Q2 2017,Medical,587.34,1356,Philipines,Mid-Market,Melvin Marxen,Central,GTX,1096
1208,0Z2CQ0MQ,Kami Bicknell,GTX Basic,Sonron,Won,2017-03-18,2017-03-28,453.0,10.0,Q1 2017,Telecommunications,1699.85,5108,United States,Enterprise,Summer Sewald,West,GTX,550
1209,4SK6YLB0,Kami Bicknell,GTX Plus Basic,Hottechi,Won,2017-03-18,2017-05-27,1065.0,70.0,Q2 2017,Technolgy,8170.38,16499,Korea,Enterprise,Summer Sewald,West,GTX,1096
1210,9Y3JDP1B,Kami Bicknell,MG Advanced,Labdrill,Won,2017-03-18,2017-06-19,2560.0,93.0,Q2 2017,Medical,2741.37,9226,United States,Enterprise,Summer Sewald,West,MG,3393
1211,COWC9H9T,Markita Hansen,GTX Plus Basic,Groovestreet,Won,2017-03-18,2017-03-31,1171.0,13.0,Q1 2017,Retail,223.8,299,United States,SMB,Celia Rouche,West,GTX,1096
1212,ZTHMJWYZ,Markita Hansen,MG Special,Konex,Won,2017-03-18,2017-06-22,53.0,96.0,Q2 2017,Technolgy,7708.38,13756,United States,Enterprise,Celia Rouche,West,MG,55
1213,MMGWAWBA,Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-03-18,2017-06-02,6553.0,76.0,Q2 2017,Telecommunications,5266.09,8595,United States,Enterprise,Melvin Marxen,Central,GTX,5482
1214,8LPO6YCO,Marty Freudenburg,MG Advanced,Betatech,Won,2017-03-18,2017-05-07,3542.0,50.0,Q2 2017,Medical,647.18,1185,Kenya,Mid-Market,Melvin Marxen,Central,MG,3393
1215,CDUIUYY2,Moses Frase,MG Advanced,Finhigh,Won,2017-03-18,2017-06-11,3619.0,85.0,Q2 2017,Finance,1102.43,1759,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
1217,9328IHHL,Wilburn Farren,MG Advanced,Bluth Company,Won,2017-03-18,2017-05-18,3589.0,61.0,Q2 2017,Technolgy,1242.32,3027,United States,Enterprise,Cara Losch,East,MG,3393
1218,ZFB7CBR6,Zane Levy,GTX Plus Pro,Plexzap,Won,2017-03-18,2017-05-13,6262.0,56.0,Q2 2017,Retail,2437.85,4874,United States,Enterprise,Summer Sewald,West,GTX,5482
1220,6RJE18RW,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-03-19,2017-03-24,1161.0,5.0,Q1 2017,Technolgy,1100.04,2822,United States,Enterprise,Rocco Neubert,East,GTX,1096
1221,QXU90OP8,Corliss Cosme,GTX Basic,Zotware,Won,2017-03-19,2017-03-22,586.0,3.0,Q1 2017,Software,4478.47,13809,United States,Enterprise,Cara Losch,East,GTX,550
1222,NXXSU27K,Corliss Cosme,MG Special,The New York Inquirer,Won,2017-03-19,2017-03-25,41.0,6.0,Q1 2017,Medical,439.21,792,United States,Mid-Market,Cara Losch,East,MG,55
1223,06YL7WVJ,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,2017-03-19,2017-03-21,929.0,2.0,Q1 2017,Medical,3922.42,6837,United States,Enterprise,Melvin Marxen,Central,GTX,1096
1224,K4Y8R0FX,Darcel Schlecht,MG Special,Streethex,Won,2017-03-19,2017-06-04,65.0,77.0,Q2 2017,Retail,1376.8,1165,Belgium,Mid-Market,Melvin Marxen,Central,MG,55
1225,F8O0IY28,Donn Cantrell,GTX Basic,Zencorporation,Won,2017-03-19,2017-03-30,574.0,11.0,Q1 2017,Technolgy,40.79,142,China,SMB,Rocco Neubert,East,GTX,550
1226,T0SEVT4K,Hayden Neloms,MG Advanced,Labdrill,Won,2017-03-19,2017-06-16,3028.0,89.0,Q2 2017,Medical,2741.37,9226,United States,Enterprise,Celia Rouche,West,MG,3393
1227,36VPT9RZ,James Ascencio,GTX Basic,Singletechno,Won,2017-03-19,2017-03-26,403.0,7.0,Q1 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,GTX,550
1229,7Q7SA3EK,Kami Bicknell,MG Advanced,Kan-code,Won,2017-03-19,2017-06-07,3290.0,80.0,Q2 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,MG,3393
1231,B5CBSTM5,Kary Hendrixson,MG Advanced,Golddex,Won,2017-03-19,2017-03-29,3550.0,10.0,Q1 2017,Finance,52.5,165,United States,SMB,Summer Sewald,West,MG,3393
1232,SNBYNW8H,Moses Frase,MG Advanced,Rangreen,Won,2017-03-19,2017-06-23,3657.0,96.0,Q2 2017,Technolgy,2938.67,8775,Panama,Enterprise,Dustin Brinkmann,Central,MG,3393
1233,IEN6RBZI,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-03-19,2017-06-24,1046.0,97.0,Q2 2017,Software,4478.47,13809,United States,Enterprise,Rocco Neubert,East,GTX,1096
1234,9P026O47,Versie Hillebrand,MG Special,Warephase,Won,2017-03-19,2017-05-27,50.0,69.0,Q2 2017,Services,2041.73,5276,United States,Enterprise,Dustin Brinkmann,Central,MG,55
1235,AJLNEUVY,Versie Hillebrand,MG Advanced,Funholding,Won,2017-03-19,2017-03-27,2871.0,8.0,Q1 2017,Finance,2819.5,7227,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
1236,LJIAOC0Q,Violet Mclelland,MG Special,Bioplex,Won,2017-03-19,2017-06-04,52.0,77.0,Q2 2017,Medical,326.82,1016,United States,Mid-Market,Cara Losch,East,MG,55
1238,HP6DSCMH,Boris Faz,GTX Basic,Kan-code,Won,2017-03-20,2017-06-12,564.0,84.0,Q2 2017,Software,11698.03,34288,United States,Enterprise,Rocco Neubert,East,GTX,550
1241,GGPSSI5Q,Daniell Hammack,MG Advanced,Ganjaflex,Won,2017-03-20,2017-06-02,3780.0,74.0,Q2 2017,Retail,5158.71,17479,Japan,Enterprise,Rocco Neubert,East,MG,3393
1242,4D95LU0H,Darcel Schlecht,GTX Basic,dambase,Won,2017-03-20,2017-06-24,491.0,96.0,Q2 2017,Marketing,2173.98,2928,United States,Enterprise,Melvin Marxen,Central,GTX,550
1243,KA79LTFF,Darcel Schlecht,GTX Basic,Dontechi,Won,2017-03-20,2017-03-30,604.0,10.0,Q1 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,GTX,550
1246,SGV1FR3O,Kami Bicknell,GTX Basic,Cheers,Won,2017-03-20,2017-06-23,568.0,95.0,Q2 2017,Entertainment,4269.9,6472,United States,Enterprise,Summer Sewald,West,GTX,550
1247,TJ6U9HZ3,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-03-20,2017-06-24,601.0,96.0,Q2 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,GTX,550
1249,JYE2QFGE,Niesha Huffines,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-03-20,2017-05-06,5616.0,47.0,Q2 2017,Retail,894.33,1635,Italy,Enterprise,Melvin Marxen,Central,GTX,5482
1252,QSBKLWSW,Violet Mclelland,GTX Basic,Opentech,Won,2017-03-20,2017-06-29,542.0,101.0,Q2 2017,Finance,355.23,853,United States,Mid-Market,Cara Losch,East,GTX,550
1253,0GTJE2VQ,Wilburn Farren,GTX Basic,Gekko & Co,Won,2017-03-20,2017-06-14,497.0,86.0,Q2 2017,Retail,2520.83,3502,United States,Enterprise,Cara Losch,East,GTX,550
1254,DDBH2FPP,Anna Snelling,GTX Plus Basic,Rangreen,Won,2017-03-21,2017-06-16,1037.0,87.0,Q2 2017,Technolgy,2938.67,8775,Panama,Enterprise,Dustin Brinkmann,Central,GTX,1096
1256,N8F2PFQP,Boris Faz,GTX Plus Basic,Betasoloin,Won,2017-03-21,2017-04-03,992.0,13.0,Q2 2017,Medical,251.41,495,United States,SMB,Rocco Neubert,East,GTX,1096
1257,WELHHO3U,Cecily Lampkin,GTX Plus Basic,Stanredtax,Won,2017-03-21,2017-03-30,966.0,9.0,Q1 2017,Finance,1698.2,3798,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
1261,M1L0IWB6,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-21,2017-05-11,3232.0,51.0,Q2 2017,Medical,3922.42,6837,United States,Enterprise,Melvin Marxen,Central,MG,3393
1262,I2U6MKUT,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-03-21,2017-05-29,548.0,69.0,Q2 2017,Retail,5158.71,17479,Japan,Enterprise,Rocco Neubert,East,GTX,550
1264,ECOU1XXZ,Anna Snelling,MG Special,Ron-tech,Won,2017-03-22,2017-05-30,52.0,69.0,Q2 2017,Medical,3922.42,6837,United States,Enterprise,Dustin Brinkmann,Central,MG,55
1266,U0G8KIPB,Gladys Colclough,MG Special,Codehow,Won,2017-03-22,2017-06-21,49.0,91.0,Q2 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,MG,55
1268,TGW7OYMD,Kami Bicknell,GTX Basic,Kan-code,Won,2017-03-22,2017-06-25,447.0,95.0,Q2 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,GTX,550
1269,XJ9RQU4K,Lajuana Vencill,MG Advanced,Isdom,Won,2017-03-22,2017-06-14,3430.0,84.0,Q2 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
1271,TJXY9DQG,Reed Clapper,MG Advanced,Donquadtech,Won,2017-03-22,2017-06-10,3245.0,80.0,Q2 2017,Technolgy,1712.68,3194,United States,Enterprise,Rocco Neubert,East,MG,3393
1273,J712QVSG,Versie Hillebrand,MG Special,Ron-tech,Won,2017-03-22,2017-03-26,61.0,4.0,Q1 2017,Medical,3922.42,6837,United States,Enterprise,Dustin Brinkmann,Central,MG,55
1274,LCBVIPRA,Vicki Laflamme,MG Special,Golddex,Won,2017-03-22,2017-06-29,60.0,99.0,Q2 2017,Finance,52.5,165,United States,SMB,Celia Rouche,West,MG,55
1276,WNMF0OHM,Anna Snelling,GTX Plus Pro,dambase,Won,2017-03-23,2017-04-01,5060.0,9.0,Q2 2017,Marketing,2173.98,2928,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
1279,7LNGJB3S,Cassey Cress,GTX Basic,Kan-code,Won,2017-03-23,2017-04-01,585.0,9.0,Q2 2017,Software,11698.03,34288,United States,Enterprise,Rocco Neubert,East,GTX,550
1282,CRW2CCMB,Markita Hansen,GTX Basic,Nam-zim,Won,2017-03-23,2017-06-05,572.0,74.0,Q2 2017,Services,405.59,1179,Brazil,Mid-Market,Celia Rouche,West,GTX,550
1283,7FER10E1,Markita Hansen,MG Special,Golddex,Won,2017-03-23,2017-06-08,54.0,77.0,Q2 2017,Finance,52.5,165,United States,SMB,Celia Rouche,West,MG,55
1285,SE609QTE,Versie Hillebrand,MG Special,Stanredtax,Won,2017-03-23,2017-05-05,60.0,43.0,Q2 2017,Finance,1698.2,3798,United States,Enterprise,Dustin Brinkmann,Central,MG,55
1286,CT9XECID,Versie Hillebrand,MG Advanced,Zumgoity,Won,2017-03-23,2017-04-01,3251.0,9.0,Q2 2017,Medical,441.08,1210,United States,Mid-Market,Dustin Brinkmann,Central,MG,3393
1287,SUO8VZQ8,Vicki Laflamme,GTX Plus Pro,Lexiqvolax,Won,2017-03-23,2017-06-14,5930.0,83.0,Q2 2017,Medical,1618.89,3889,United States,Enterprise,Celia Rouche,West,GTX,5482
1288,9LX9MAPU,Violet Mclelland,GTX Plus Basic,Mathtouch,Won,2017-03-23,2017-04-01,941.0,9.0,Q2 2017,Marketing,3027.46,9516,Jordan,Enterprise,Cara Losch,East,GTX,1096
1290,7XEB6TFB,Anna Snelling,MG Special,Scottech,Won,2017-03-24,2017-06-06,56.0,74.0,Q2 2017,Marketing,45.39,100,United States,SMB,Dustin Brinkmann,Central,MG,55
1291,KV9LW061,Anna Snelling,MG Advanced,Codehow,Won,2017-03-24,2017-04-04,3445.0,11.0,Q2 2017,Software,2714.9,2641,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
1293,8RZ1A49O,Cecily Lampkin,MG Special,Bioholding,Won,2017-03-24,2017-03-31,54.0,7.0,Q1 2017,Medical,587.34,1356,Philipines,Mid-Market,Dustin Brinkmann,Central,MG,55
1294,V4EKF9RF,Corliss Cosme,MG Advanced,Mathtouch,Won,2017-03-24,2017-03-31,3498.0,7.0,Q1 2017,Marketing,3027.46,9516,Jordan,Enterprise,Cara Losch,East,MG,3393
1295,VJ1EK4A3,Daniell Hammack,GTX Basic,Vehement Capital Partners,Won,2017-03-24,2017-04-02,540.0,9.0,Q2 2017,Finance,646.1,883,United States,Mid-Market,Rocco Neubert,East,GTX,550
1297,8PHJ7N4E,Darcel Schlecht,GTX Plus Pro,Domzoom,Won,2017-03-24,2017-05-15,5214.0,52.0,Q2 2017,Entertainment,217.87,551,United States,SMB,Melvin Marxen,Central,GTX,5482
1300,54JFGNXN,Lajuana Vencill,GTX Basic,Cancity,Won,2017-03-24,2017-05-27,648.0,64.0,Q2 2017,Retail,718.62,2448,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
1301,WLXPA3LB,Lajuana Vencill,MG Advanced,Dontechi,Won,2017-03-24,2017-06-30,3040.0,98.0,Q2 2017,Software,4618.0,10083,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
1302,3WQMBMSN,Marty Freudenburg,GTX Plus Basic,Treequote,Won,2017-03-24,2017-06-30,1185.0,98.0,Q2 2017,Telecommunications,5266.09,8595,United States,Enterprise,Melvin Marxen,Central,GTX,1096
1303,XIKWT7HM,Marty Freudenburg,MG Special,Finhigh,Won,2017-03-24,2017-03-26,48.0,2.0,Q1 2017,Finance,1102.43,1759,United States,Enterprise,Melvin Marxen,Central,MG,55
1305,I51MJ7PP,Maureen Marcano,GTX Plus Basic,Cheers,Won,2017-03-24,2017-06-30,1021.0,98.0,Q2 2017,Entertainment,4269.9,6472,United States,Enterprise,Summer Sewald,West,GTX,1096
1306,V690FQG4,Maureen Marcano,GTX Plus Basic,Scotfind,Won,2017-03-24,2017-05-26,1264.0,63.0,Q2 2017,Software,6354.87,16780,United States,Enterprise,Summer Sewald,West,GTX,1096
1308,JWRSTAU8,Moses Frase,GTX Basic,Ron-tech,Won,2017-03-24,2017-06-12,503.0,80.0,Q2 2017,Medical,3922.42,6837,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
1310,4L36DJTM,Versie Hillebrand,MG Special,Rangreen,Won,2017-03-24,2017-04-02,52.0,9.0,Q2 2017,Technolgy,2938.67,8775,Panama,Enterprise,Dustin Brinkmann,Central,MG,55
1314,J2B3UZXA,Violet Mclelland,GTX Basic,Gekko & Co,Won,2017-03-24,2017-03-26,499.0,2.0,Q1 2017,Retail,2520.83,3502,United States,Enterprise,Cara Losch,East,GTX,550
1315,KZKMLY96,Zane Levy,GTX Plus Basic,Condax,Won,2017-03-24,2017-03-29,1159.0,5.0,Q1 2017,Medical,4.54,9,United States,SMB,Summer Sewald,West,GTX,1096
1317,H6NJKV4F,Boris Faz,GTX Plus Pro,Betasoloin,Won,2017-03-25,2017-05-20,5479.0,56.0,Q2 2017,Medical,251.41,495,United States,SMB,Rocco Neubert,East,GTX,5482
1320,JQ3HJFNA,Garret Kinder,GTX Plus Basic,Initech,Won,2017-03-25,2017-03-28,1026.0,3.0,Q1 2017,Telecommunications,6395.05,20275,United States,Enterprise,Cara Losch,East,GTX,1096
1321,XCC1C1GG,Gladys Colclough,GTX Basic,Stanredtax,Won,2017-03-25,2017-04-03,503.0,9.0,Q2 2017,Finance,1698.2,3798,United States,Enterprise,Melvin Marxen,Central,GTX,550
1322,WI1HQSIS,Gladys Colclough,GTX Plus Basic,Streethex,Won,2017-03-25,2017-06-14,1144.0,81.0,Q2 2017,Retail,1376.8,1165,Belgium,Mid-Market,Melvin Marxen,Central,GTX,1096
1323,LCTI4CFV,Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Won,2017-03-25,2017-06-16,55.0,83.0,Q2 2017,Retail,894.33,1635,Italy,Enterprise,Melvin Marxen,Central,MG,55
1324,8GMDSXYY,Markita Hansen,MG Advanced,Kan-code,Won,2017-03-25,2017-04-06,3181.0,12.0,Q2 2017,Software,11698.03,34288,United States,Enterprise,Celia Rouche,West,MG,3393
1325,QLTDWAEM,Marty Freudenburg,MG Special,Scottech,Won,2017-03-25,2017-06-19,54.0,86.0,Q2 2017,Marketing,45.39,100,United States,SMB,Melvin Marxen,Central,MG,55
1326,EBTJPEEY,Niesha Huffines,GTX Basic,Streethex,Won,2017-03-25,2017-05-31,571.0,67.0,Q2 2017,Retail,1376.8,1165,Belgium,Mid-Market,Melvin Marxen,Central,GTX,550
1328,HRV9DSYF,Vicki Laflamme,GTX Basic,Blackzim,Won,2017-03-25,2017-04-03,545.0,9.0,Q2 2017,Retail,497.11,1588,United States,Enterprise,Celia Rouche,West,GTX,550
1329,MNC7Q3JJ,Vicki Laflamme,GTX Basic,Labdrill,Won,2017-03-25,2017-06-21,554.0,88.0,Q2 2017,Medical,2741.37,9226,United States,Enterprise,Celia Rouche,West,GTX,550
1331,E3WWC6FJ,Violet Mclelland,MG Special,Yearin,Won,2017-03-25,2017-04-02,68.0,8.0,Q2 2017,Retail,2261.05,3851,United States,Enterprise,Cara Losch,East,MG,55
1332,QKKZQJ46,Violet Mclelland,MG Special,Zencorporation,Won,2017-03-25,2017-06-16,52.0,83.0,Q2 2017,Technolgy,40.79,142,China,SMB,Cara Losch,East,MG,55
1335,Z72Y3C3C,Anna Snelling,MG Special,Dontechi,Won,2017-03-26,2017-04-04,54.0,9.0,Q2 2017,Software,4618.0,10083,United States,Enterprise,Dustin Brinkmann,Central,MG,55
1336,FQPPZ9NQ,Cassey Cress,MG Advanced,Donware,Won,2017-03-26,2017-05-25,3822.0,60.0,Q2 2017,Marketing,1197.44,2570,United States,Enterprise,Rocco Neubert,East,MG,3393
1337,DUHS8KVY,Daniell Hammack,GTX Plus Basic,The New York Inquirer,Won,2017-03-26,2017-04-05,971.0,10.0,Q2 2017,Medical,439.21,792,United States,Mid-Market,Rocco Neubert,East,GTX,1096
1338,M72CT8RN,Daniell Hammack,GTX Plus Pro,Donware,Won,2017-03-26,2017-04-05,6024.0,10.0,Q2 2017,Marketing,1197.44,2570,United States,Enterprise,Rocco Neubert,East,GTX,5482
1340,72HZ4LDT,Garret Kinder,MG Advanced,Ganjaflex,Won,2017-03-26,2017-04-02,2940.0,7.0,Q2 2017,Retail,5158.71,17479,Japan,Enterprise,Cara Losch,East,MG,3393
1341,4X3LNCWH,Hayden Neloms,MG Special,Doncon,Won,2017-03-26,2017-04-04,49.0,9.0,Q2 2017,Technolgy,587.72,1501,United States,Enterprise,Celia Rouche,West,MG,55
1344,F481S8G3,Kami Bicknell,GTX Basic,J-Texon,Won,2017-03-26,2017-05-22,545.0,57.0,Q2 2017,Retail,1388.67,3583,United States,Enterprise,Summer Sewald,West,GTX,550
1346,677XNEFB,Markita Hansen,MG Special,Y-corporation,Won,2017-03-26,2017-06-18,58.0,84.0,Q2 2017,Employment,2871.35,9561,United States,Enterprise,Celia Rouche,West,MG,55
1348,YE6R6I1K,Reed Clapper,MG Advanced,Umbrella Corporation,Won,2017-03-26,2017-05-29,2880.0,64.0,Q2 2017,Finance,2022.14,5113,United States,Enterprise,Rocco Neubert,East,MG,3393
1349,JXUXBANJ,Rosalina Dieter,GTK 500,Y-corporation,Won,2017-03-26,2017-04-05,25288.0,10.0,Q2 2017,Employment,2871.35,9561,United States,Enterprise,Celia Rouche,West,GTK,26768
1354,GOIVV4OG,Cecily Lampkin,MG Advanced,Zumgoity,Won,2017-03-27,2017-05-29,3267.0,63.0,Q2 2017,Medical,441.08,1210,United States,Mid-Market,Dustin Brinkmann,Central,MG,3393
1355,CJOU1RYX,Daniell Hammack,GTX Plus Pro,Betasoloin,Won,2017-03-27,2017-06-09,5182.0,74.0,Q2 2017,Medical,251.41,495,United States,SMB,Rocco Neubert,East,GTX,5482
1357,2QQD7411,James Ascencio,GTX Basic,Y-corporation,Won,2017-03-27,2017-05-25,540.0,59.0,Q2 2017,Employment,2871.35,9561,United States,Enterprise,Summer Sewald,West,GTX,550
1358,XR57MBVC,James Ascencio,MG Advanced,Finjob,Won,2017-03-27,2017-05-01,3492.0,35.0,Q2 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,MG,3393
1359,8BY9YRL9,Jonathan Berthelot,GTX Plus Pro,dambase,Won,2017-03-27,2017-06-26,5991.0,91.0,Q2 2017,Marketing,2173.98,2928,United States,Enterprise,Melvin Marxen,Central,GTX,5482
1364,U8XA7JCO,Versie Hillebrand,MG Special,dambase,Won,2017-03-27,2017-06-28,49.0,93.0,Q2 2017,Marketing,2173.98,2928,United States,Enterprise,Dustin Brinkmann,Central,MG,55
1367,AV4ZPXE3,Zane Levy,MG Advanced,Doncon,Won,2017-03-27,2017-04-03,4253.0,7.0,Q2 2017,Technolgy,587.72,1501,United States,Enterprise,Summer Sewald,West,MG,3393
